商品コード,PowerDo管理商品名,店舗1商品管理番号,店舗1コントロールカラム/更新フラグ,店舗1商品名,モバイル用商品名,店舗1販売価格,定価,オープン価格フラグ,消費税,META Keyword,META Description,SKU(項目選択肢別在庫用)横軸項目名,SKU(項目選択肢別在庫用)縦軸項目名,詳細画像1,詳細画像説明1,詳細画像2,詳細画像説明2,詳細画像3,詳細画像説明3,詳細画像4,詳細画像説明4,詳細画像5,詳細画像説明5,詳細画像6,詳細画像説明6,詳細画像7,詳細画像説明7,詳細画像8,詳細画像説明8,詳細画像9,詳細画像説明9,詳細画像10,詳細画像説明10,店舗1画像URL1,店舗1画像URL2,店舗1画像URL3,店舗1画像URL4,店舗1画像URL5,店舗1画像URL6,店舗1画像URL7,店舗1画像URL8,店舗1画像URL9,店舗1画像URL10,掲載フラグ,注文ボタン,資料請求ボタン,商品問い合わせボタン,のし対応,送料,個別送料,重量,商品発売日,注文受付数,在庫タイプ,在庫数表示,店舗1在庫数,注意在庫数,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,予備11,予備12,予備13,予備14,予備15,予備16,予備17,予備18,予備19,予備20,項目選択肢,店舗1項目選択肢詳細値,店舗2項目選択肢詳細値,商品JANコード,課税対象,購入数入力エリア表示フラグ,最小購入制限数,販売単位数,販売単位名,個別手数料,手数料但書き,配送に関する備考,オススメコメント,非公開メモ,個別売切メッセージ,検索キーワード,生産地,ヘッダ(TITLE),代引料,店舗1PC用商品説明文,店舗1モバイル用商品説明文,店舗1PC用販売説明文,店舗1スマートフォン用商品説明文,SKUコード,並び順,JANコード,ISBNコード,送料係数,原価,店舗1項目選択肢用コントロールカラム,SKU(項目選択肢別在庫用)横軸選択肢子番号,SKU(項目選択肢別在庫用)横軸選択肢,SKU(項目選択肢別在庫用)縦軸選択肢子番号,SKU(項目選択肢別在庫用)縦軸選択肢,店舗1項目選択肢別在庫数,店舗2項目選択肢別在庫数,ストックギア連携,基本価格からの差額,商品個別掲載フラグ,商品個別名,店舗2SKU販売価格,SKUモバイル用商品名,個別注意在庫数,個別重量,楽天商品番号,楽天全商品ディレクトリID,楽天タグID,楽天PC用キャッチコピー,楽天モバイル用キャッチコピー,楽天送料区分1,楽天送料区分2,楽天商品情報レイアウト,楽天モバイル表示,楽天動画,楽天販売期間指定開始日,楽天販売期間指定終了日,楽天項目選択肢別在庫用残り表示閾値,楽天RAC番号,楽天闇市パスワード,楽天カタログ ID,楽天在庫戻しフラグ,楽天在庫切れ時の注文受付,楽天在庫あり時納期管理番号,楽天在庫切れ時納期管理番号,楽天ポイント変倍率,楽天ポイント変倍率適用期間,楽天ヘッダー・フッター・レフトナビ,楽天表示項目の並び順,楽天共通説明文（小）,楽天目玉商品,楽天共通説明文（大）,楽天レビュー本文表示,楽天あす楽配送管理番号,楽天海外配送管理番号,楽天サイズ表リンク,楽天再入荷お知らせボタン,楽天サーチ非表示,楽天医薬品説明文,楽天医薬品注意事項,楽天項目選択肢別在庫用取り寄せ可能表示,楽天商品個別 在庫戻しフラグ,楽天商品個別 在庫切れ時の注文受付,楽天商品個別 在庫あり時納期管理番号,楽天商品個別 在庫切れ時納期管理番号,Amazon商品カテゴリー,Amazon出品ID,Amazon商品名,AmazonASINコード,AmazonUPCコード,AmazonGTINコード,AmazonGCID,Amazonブランド,Amazonメーカー名,Amazonコンディション,Amazonコンディション説明,Amazon国外配送,Amazon通貨コード,Amazonパッケージ数,Amazonメーカー品番,Amazonブラウズノード1,Amazon商品タイプ,Amazon衣類大分類,Amazon商品を表現する言葉,Amazon注文から出荷までの日数,Amazon商品の入荷予定日,Amazon出品日,Amazonフルフィルメント・チャンネル,Amazon更新方法,Amazonセール価格,Amazonセール開始日,Amazonセール終了日,Amazonギフトメッセージ,Amazonギフト包装,カテゴリーパス,店舗1カテゴリー設定,優先度,1ページ複数形式,楽天カテゴリセット管理番号,ポンパレモール表示順位,取扱店舗1,取扱店舗2
crank-allday-p,BROTURESALLDAYCrankSILVER,crank-allday-p,u, / （BROTURESALLDAYCrankSILVER）, / （BROTURESALLDAYCrankSILVER）,10500,10500,0,1,,,,,,BROTURESALLDAYCrankSILVER,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/brotures/crank-allday-p.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,BROTURES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/brotures/crank-allday-p.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/brotures/crank-allday-p.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crank-allday-p,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　BROTURES】,【クランク　BROTURES】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\BROTURES,u:u,,::,::,::,1,
crank-b,EITHGHINCHCranksetBLACK,crank-b,u, / （EITHGHINCHCranksetBLACK）, / （EITHGHINCHCranksetBLACK）,10500,10500,0,1,,,,,,EITHGHINCHCranksetBLACK,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/eighthinch/crank-b.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,EIGHTHINCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/eighthinch/crank-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/eighthinch/crank-b.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crank-b,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　EIGHTHINCH】,【クランク　EIGHTHINCH】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\EIGHTHINCH,u:u,,::,::,::,1,
crank-corsa-b,LEADERBIKECORSACrankBlack,crank-corsa-b,u, / （LEADERBIKECORSACrankBlack）, / （LEADERBIKECORSACrankBlack）,10500,10500,0,1,,,,,,LEADERBIKECORSACrankBlack,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/leaderbike/crank-corsa-b.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,LEADERBIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/leaderbike/crank-corsa-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/leaderbike/crank-corsa-b.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crank-corsa-b,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　LEADERBIKE】,【クランク　LEADERBIKE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\LEADERBIKE,u:u,,::,::,::,1,
crank-corsa-p,LEADERBIKECORSACrankPolish,crank-corsa-p,u, / （LEADERBIKECORSACrankPolish）, / （LEADERBIKECORSACrankPolish）,10500,10500,0,1,,,,,,LEADERBIKECORSACrankPolish,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/leaderbike/crank-corsa-p.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,LEADERBIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/leaderbike/crank-corsa-p.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/leaderbike/crank-corsa-p.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crank-corsa-p,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　LEADERBIKE】,【クランク　LEADERBIKE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\LEADERBIKE,u:u,,::,::,::,1,
crank-gl,EITHGHINCHCranksetGOLD,crank-gl,u, / （EITHGHINCHCranksetGOLD）, / （EITHGHINCHCranksetGOLD）,10500,10500,0,1,,,,,,EITHGHINCHCranksetGOLD,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/eighthinch/crank-gl.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,EIGHTHINCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/eighthinch/crank-gl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/eighthinch/crank-gl.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crank-gl,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　EIGHTHINCH】,【クランク　EIGHTHINCH】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\EIGHTHINCH,u:u,,::,::,::,1,
crank-p,EITHGHINCHCranksetPOLISH,crank-p,u, / （EITHGHINCHCranksetPOLISH）, / （EITHGHINCHCranksetPOLISH）,10500,10500,0,1,,,,,,EITHGHINCHCranksetPOLISH,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/eighthinch/crank-p.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,EIGHTHINCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/eighthinch/crank-p.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/eighthinch/crank-p.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crank-p,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　EIGHTHINCH】,【クランク　EIGHTHINCH】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\EIGHTHINCH,u:u,,::,::,::,1,
crank-w,EITHGHINCHCranksetWHITE,crank-w,u, / （EITHGHINCHCranksetWHITE）, / （EITHGHINCHCranksetWHITE）,10500,10500,0,1,,,,,,EITHGHINCHCranksetWHITE,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/eighthinch/crank-w.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,EIGHTHINCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/eighthinch/crank-w.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/eighthinch/crank-w.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crank-w,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　EIGHTHINCH】,【クランク　EIGHTHINCH】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\EIGHTHINCH,u:u,,::,::,::,1,
crnk_5c,SUGINOCOOLメッセンジャー,crnk_5c,u, / （SUGINOCOOLメッセンジャー）, / （SUGINOCOOLメッセンジャー）,19320,19320,0,1,,,,,,SUGINOCOOLメッセンジャー,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_5c.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_5c.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_5c.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_5c,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_75_bk,SUGINOSG75クランクBLACK,crnk_75_bk,u, / （SUGINOSG75クランクBLACK）, / （SUGINOSG75クランクBLACK）,24675,24675,0,1,,,,,,SUGINOSG75クランクBLACK,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_75_bk.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_75_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_75_bk.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_75_bk,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_75_s,SUGINOSG75クランクSILVER,crnk_75_s,u, / （SUGINOSG75クランクSILVER）, / （SUGINOSG75クランクSILVER）,22365,22365,0,1,,,,,,SUGINOSG75クランクSILVER,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_75_s.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_75_s.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_75_s.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_75_s,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_cool_bk,SUGINOCOOLメッセンジャー,crnk_cool_bk,u, / （SUGINOCOOLメッセンジャー）, / （SUGINOCOOLメッセンジャー）,19320,19320,0,1,,,,,,SUGINOCOOLメッセンジャー,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_cool_bk.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_cool_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_cool_bk.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_cool_bk,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_extractor,KCNCエキストラクター,crnk_extractor,u, / （KCNCエキストラクター）, / （KCNCエキストラクター）,1575,1575,0,1,,,,,,KCNCエキストラクター,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/crnk_extractor.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,アクセサリー,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/crnk_extractor.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/crnk_extractor.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_extractor,0,,,,,,,,,,,,,,,,,,,,,101161,,【アクセサリー　KCNC】,【アクセサリー　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\アクセサリー:ブランド\KCNC,u:u,,::,::,::,1,
crnk_mighty,SUGINOMightyCompクランク,crnk_mighty,u, / （SUGINOMightyCompクランク）, / （SUGINOMightyCompクランク）,185858,185858,0,1,,,,,,SUGINOMightyCompクランク,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_mighty.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_mighty.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_mighty.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_mighty,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_rd_arm_bk,SUGINORDクランクBLACK,crnk_rd_arm_bk,u, / （SUGINORDクランクBLACK）, / （SUGINORDクランクBLACK）,10395,10395,0,1,,,,,,SUGINORDクランクBLACK,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_rd_arm_bk.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_rd_arm_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_rd_arm_bk.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_rd_arm_bk,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_rd_arm_color,SUGINORDクランクカラー,crnk_rd_arm_color,u, / （SUGINORDクランクカラー）, / （SUGINORDクランクカラー）,11550,11550,0,1,,,,,,SUGINORDクランクカラー,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_rd_arm_color.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_rd_arm_color.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_rd_arm_color.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_rd_arm_color,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_rd_arm_gr,SUGINORDクランクGREEN,crnk_rd_arm_gr,u, / （SUGINORDクランクGREEN）, / （SUGINORDクランクGREEN）,11550,11550,0,1,,,,,,SUGINORDクランクGREEN,,LEADERBIKEHERITAGELORedHighQualityComplete,,LEADERBIKEHERITAGELORedHighQualityComplete,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_rd_arm_gr.jpg,http://image.rakuten.co.jp/brotures/cabinet/custom/130702-heritage/2.jpg,http://image.rakuten.co.jp/brotures/cabinet/custom/130702-heritage/3.jpg,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_rd_arm_gr.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_rd_arm_gr.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_rd_arm_gr,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_rd_arm_pi,SUGINORDクランクPINK,crnk_rd_arm_pi,u, / （SUGINORDクランクPINK）, / （SUGINORDクランクPINK）,11550,11550,0,1,,,,,,SUGINORDクランクPINK,,LEADERBIKEHERITAGELORedHighQualityComplete,,LEADERBIKEHERITAGELORedHighQualityComplete,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_rd_arm_pi.jpg,http://image.rakuten.co.jp/brotures/cabinet/custom/130702-heritage/2.jpg,http://image.rakuten.co.jp/brotures/cabinet/custom/130702-heritage/3.jpg,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_rd_arm_pi.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_rd_arm_pi.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_rd_arm_pi,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
crnk_rd_arm_s,SUGINORDクランクSILVER,crnk_rd_arm_s,u, / （SUGINORDクランクSILVER）, / （SUGINORDクランクSILVER）,9870,9870,0,1,,,,,,SUGINORDクランクSILVER,,LEADERBIKEHERITAGELORedHighQualityComplete,,LEADERBIKEHERITAGELORedHighQualityComplete,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/sugino/crnk_rd_arm_s.jpg,http://image.rakuten.co.jp/brotures/cabinet/custom/130702-heritage/2.jpg,http://image.rakuten.co.jp/brotures/cabinet/custom/130702-heritage/3.jpg,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,クランク,SUGINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/sugino/crnk_rd_arm_s.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sugino/crnk_rd_arm_s.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,crnk_rd_arm_s,0,,,,,,,,,,,,,,,,,,,,,563147,,【クランク　SUGINO】,【クランク　SUGINO】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\クランク:ブランド\SUGINO,u:u,,::,::,::,1,
